# SPID Algorithm Proof-of-Concept 0.4.6
# Created by Erik Hjelmvik - erik.hjelmvik at gmail.com
# http://sourceforge.net/projects/spid 
# 
# Parsing file: C:\Users\jan.pluskal\sources\netfoxframework\Netfox.Framework2\TestingData\pcap_mix\mix.pcap
# SPID start: 1406123787.487079000
# SPID stop: 1406123814.073680000
# Total time: 00:00:26.5866016
# 
# Total number of sessions: 5198
# 
# Identified protocols summary:
# [protocolName]	[numberOfSessions]
# DNS	2852
# HTTP	2226
# IMAP	8
# MSN	3
# POP	3
# SMTP	23
# SpotifyServer	1
# SSL	60
# UNKNOWN	22
# 
# 
# Configuration:
# config/divergenceThreshold: 2.04
# config/maxSimultaneousSessions: 1000
# config/maxFramesToInspectPerSession: 20
# config/displayAllProtocolModelDivergences: true
# config/timestampFormat: UNIX_TIME
# config/displayLogFile: true
# config/appendUnidirectionalSessions: false
# config/attributeMeters/attributeMeter/AccumulatedDirectionBytesMeter: active
# config/attributeMeters/attributeMeter/ActionReactionFirst3ByteHashMeter: active
# config/attributeMeters/attributeMeter/ByteBitValueMeter: -
# config/attributeMeters/attributeMeter/ByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/ByteFrequencyOfFirstPacketBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringCountIn32FirstBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/BytePairsReocurringOffsetsIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/ByteValueOffsetHashOfFirst32BytesInFirst4PacketsMeter: active
# config/attributeMeters/attributeMeter/DirectionByteFrequencyMeter: -
# config/attributeMeters/attributeMeter/DirectionPacketLengthDistributionMeter: active
# config/attributeMeters/attributeMeter/DirectionPacketSizeChange: -
# config/attributeMeters/attributeMeter/First2OrderedFirst4CharWordsMeter: -
# config/attributeMeters/attributeMeter/First2OrderedFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/First2OrderedPacketsFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst16ByteHashCountsMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst3ByteHashAndPacketLengthMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst8ByteHashDirectionCountsMeter: active
# config/attributeMeters/attributeMeter/First2PacketsPerDirectionFirst5BytesDifferencesMeter: -
# config/attributeMeters/attributeMeter/First4DirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionFirstNByteNibblesMeter: active
# config/attributeMeters/attributeMeter/First4OrderedDirectionInterPacketDelayMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionPacketSizeMeter: -
# config/attributeMeters/attributeMeter/First4PacketsByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/First4PacketsByteReoccurringDistanceWithByteHashMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst16BytePairsMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst32BytesEqualityMeter: active
# config/attributeMeters/attributeMeter/FirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/FirstPacketPerDirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/FirstServerPacketFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/NibblePositionFrequencyMeter: -
# config/attributeMeters/attributeMeter/NibblePositionPopularityMeter: active
# config/attributeMeters/attributeMeter/PacketLengthDistributionMeter: -
# config/attributeMeters/attributeMeter/PacketPairLengthPrimesMeter: -
# 
# 
# Protocol models:
# [protocolName]	[trainingSessionsCount]	[observationCount]
# BitTorrent	36	294
# DNS	41	154
# eDonkey	34	333
# eDonkeyTCPObfuscation	2646	27440
# eDonkeyUDPObfuscation	2794	8491
# FTP	73	885
# HTTP	121	812
# IMAP	13	113
# IRC	32	308
# ISAKMP	22	175
# MSE	2113	24208
# MSN	23	227
# POP	26	262
# SkypeTCP	683	6662
# SkypeUDP	4617	19920
# SMTP	27	296
# SpotifyP2P	3294	51378
# SpotifyServer	50	675
# SSH	54	577
# SSL	81	734
# 
# 
# [clientIp]	[clientPort]	[serverIp]	[serverPort]	[sessionStartTime]	[inspectedFramesWithPayload]	[identifiedProtocol]
192.168.1.4	TCP 2120	91.213.160.33	TCP 80	1375965430.921971000	13	HTTP
192.168.1.4	TCP 2117	91.213.160.33	TCP 80	1375965430.906914000	12	HTTP
192.168.1.4	TCP 2118	91.213.160.33	TCP 80	1375965430.911197000	12	HTTP
192.168.1.4	TCP 2119	91.213.160.33	TCP 80	1375965430.917519000	12	HTTP
192.168.2.101	UDP 56411	192.168.2.1	UDP 53	1375927569.821677000	2	DNS
192.168.2.101	UDP 56729	192.168.2.1	UDP 53	1375927599.700479000	2	DNS
192.168.1.4	TCP 2105	81.0.212.204	TCP 80	1375965426.294149000	14	HTTP
192.168.2.101	UDP 49999	192.168.2.1	UDP 53	1375927612.921072000	2	DNS
192.168.1.4	TCP 2123	91.213.160.17	TCP 80	1375965433.495528000	12	HTTP
192.168.1.4	TCP 2122	81.0.212.199	TCP 80	1375965432.255227000	17	HTTP
192.168.2.101	UDP 52279	192.168.2.1	UDP 53	1375927613.745034000	2	DNS
192.168.2.101	UDP 51205	192.168.2.1	UDP 53	1375927616.630652000	2	DNS
192.168.2.101	UDP 51741	192.168.2.1	UDP 53	1375927620.118931000	2	DNS
192.168.2.101	UDP 62723	192.168.2.1	UDP 53	1375927619.660466000	2	DNS
192.168.1.1	TCP 2975	173.194.44.240	TCP 80	1375963388.360330000	6	HTTP
192.168.2.101	UDP 63134	192.168.2.1	UDP 53	1375927621.524409000	2	DNS
192.168.2.101	UDP 56412	178.237.22.168	UDP 3479	1375927625.171220000	4
192.168.1.4	TCP 2127	91.213.160.12	TCP 80	1375965439.165879000	2	HTTP
192.168.2.101	UDP 61298	192.168.2.1	UDP 53	1375927630.472991000	2	DNS
192.168.2.101	UDP 56412	178.237.22.131	UDP 3478	1375927604.236632000	16
192.168.2.101	UDP 54700	192.168.2.1	UDP 53	1375927632.713014000	4	DNS
192.168.2.101	UDP 53430	192.168.2.1	UDP 53	1375927642.014237000	2	DNS
192.168.2.101	UDP 50808	192.168.2.1	UDP 53	1375927642.575537000	2	DNS
192.168.2.101	UDP 64410	192.168.2.1	UDP 53	1375927642.860257000	2	DNS
192.168.2.101	UDP 49900	192.168.2.1	UDP 53	1375927643.378347000	2	DNS
192.168.2.101	UDP 60780	192.168.2.1	UDP 53	1375927651.853308000	2	DNS
192.168.2.101	UDP 53990	192.168.2.1	UDP 53	1375927652.220915000	2	DNS
192.168.2.101	UDP 56326	192.168.2.1	UDP 53	1375927847.326514000	2	DNS
192.168.2.101	UDP 53679	192.168.2.1	UDP 53	1375927847.566347000	2	DNS
192.168.2.101	UDP 50306	192.168.2.1	UDP 53	1375927857.708847000	2	DNS
192.168.2.101	UDP 51288	192.168.2.1	UDP 53	1375927861.164393000	2	DNS
192.168.2.101	UDP 61380	192.168.2.1	UDP 53	1375927914.931535000	2	DNS
192.168.2.101	UDP 55742	192.168.2.1	UDP 53	1375927917.742527000	4	DNS
192.168.2.101	UDP 51408	192.168.2.1	UDP 53	1375927934.358970000	2	DNS
192.168.2.101	UDP 56982	192.168.2.1	UDP 53	1375927935.671538000	2	DNS
192.168.2.101	UDP 49581	192.168.2.1	UDP 53	1375927939.458200000	2	DNS
192.168.2.101	UDP 57437	192.168.2.1	UDP 53	1375927942.252252000	2	DNS
192.168.2.101	UDP 60280	192.168.2.1	UDP 53	1375929096.081367000	3	DNS
192.168.2.101	UDP 50479	192.168.2.1	UDP 53	1375929103.664324000	2	DNS
192.168.2.101	UDP 58228	192.168.2.1	UDP 53	1375930396.108109000	3	DNS
192.168.2.101	UDP 54584	192.168.2.1	UDP 53	1375930455.677499000	4	DNS
192.168.2.101	UDP 58229	178.237.22.38	UDP 3479	1375930495.463215000	2	DNS
192.168.2.101	UDP 58229	178.237.22.3	UDP 3478	1375930479.767714000	13
192.168.2.101	TCP 49981	64.12.239.113	TCP 80	1375930462.402056000	4	HTTP
192.168.2.101	UDP 57042	192.168.2.1	UDP 53	1375930641.750440000	2	DNS
192.168.2.101	UDP 57875	192.168.2.1	UDP 53	1375930641.883920000	5	DNS
192.168.2.101	UDP 62771	192.168.2.1	UDP 53	1375930644.801286000	2	DNS
192.168.2.101	UDP 60046	192.168.2.1	UDP 53	1375930645.855956000	3	DNS
192.168.2.101	TCP 50000	46.255.230.89	TCP 80	1375930648.960800000	4	HTTP
192.168.1.1	UDP 57950	10.10.10.1	UDP 53	1375956903.203118000	2	DNS
192.168.1.1	UDP 64756	10.10.10.1	UDP 53	1375956903.298010000	2	DNS
192.168.1.1	UDP 61033	10.10.10.1	UDP 53	1375956905.151375000	2	DNS
192.168.1.1	UDP 56357	10.10.10.1	UDP 53	1375956905.171700000	2	DNS
192.168.1.1	UDP 57586	10.10.10.1	UDP 53	1375956905.235256000	2	DNS
192.168.1.1	UDP 54991	10.10.10.1	UDP 53	1375956905.450770000	2	DNS
192.168.1.1	UDP 60931	10.10.10.1	UDP 53	1375956905.455834000	2	DNS
192.168.1.1	UDP 53198	10.10.10.1	UDP 53	1375956905.525848000	2	DNS
192.168.1.1	UDP 52211	10.10.10.1	UDP 53	1375956912.446662000	2	DNS
192.168.1.1	UDP 63925	10.10.10.1	UDP 53	1375956912.707719000	2	DNS
192.168.1.1	UDP 60177	10.10.10.1	UDP 53	1375956914.392540000	2	DNS
192.168.1.1	UDP 60933	10.10.10.1	UDP 53	1375956914.409092000	2	DNS
192.168.1.1	UDP 64276	10.10.10.1	UDP 53	1375956914.423605000	2	DNS
192.168.1.1	UDP 51205	10.10.10.1	UDP 53	1375956914.683574000	2	DNS
192.168.1.1	UDP 53110	10.10.10.1	UDP 53	1375956914.689250000	2	DNS
192.168.1.1	UDP 49580	10.10.10.1	UDP 53	1375956914.697475000	2	DNS
192.168.1.1	UDP 55120	10.10.10.1	UDP 53	1375956914.793387000	2	DNS
192.168.1.1	UDP 53192	10.10.10.1	UDP 53	1375956914.818844000	2	DNS
192.168.1.2	TCP 2814	173.194.35.68	TCP 443	1375961544.901203000	8	SSL
192.168.1.1	UDP 54537	10.10.10.1	UDP 53	1375956914.827647000	2	DNS
192.168.1.4	TCP 2124	81.2.196.229	TCP 80	1375965438.359086000	9	HTTP
192.168.1.3	TCP 2158	173.194.44.233	TCP 443	1375961631.391267000	12	SSL
192.168.1.4	TCP 2126	217.31.54.24	TCP 80	1375965439.154289000	2	HTTP
192.168.1.2	TCP 2839	75.101.167.30	TCP 80	1375963792.629485000	2	HTTP
192.168.1.2	TCP 2836	50.19.209.70	TCP 80	1375963788.608814000	2	HTTP
192.168.1.2	TCP 2834	50.19.209.70	TCP 443	1375963788.598243000	4	SSL
192.168.1.2	TCP 2835	50.19.209.70	TCP 443	1375963788.604327000	4	SSL
192.168.1.2	TCP 2842	204.236.217.19	TCP 80	1375963805.412813000	2	HTTP
192.168.1.2	TCP 2845	184.73.233.109	TCP 80	1375963810.234227000	4	HTTP
192.168.1.2	TCP 2844	54.243.100.152	TCP 80	1375963809.346851000	5	HTTP
192.168.1.1	TCP 3012	108.161.188.224	TCP 80	1375966052.404623000	12	HTTP
192.168.1.1	TCP 3011	108.161.188.224	TCP 80	1375966052.401938000	13	HTTP
192.168.1.1	TCP 3009	108.161.188.224	TCP 80	1375966052.394325000	13	HTTP
192.168.1.1	TCP 3014	108.161.188.224	TCP 80	1375966052.411659000	12	HTTP
192.168.1.1	TCP 3010	108.161.188.224	TCP 80	1375966052.396364000	13	HTTP
192.168.1.1	TCP 3013	108.161.188.224	TCP 80	1375966052.409620000	13	HTTP
192.168.1.1	TCP 3002	166.70.171.110	TCP 80	1375966038.503213000	12	HTTP
192.168.1.1	UDP 56009	10.10.10.1	UDP 53	1375956915.065184000	2	DNS
192.168.1.1	UDP 54385	10.10.10.1	UDP 53	1375956915.091287000	2	DNS
192.168.1.1	UDP 58579	10.10.10.1	UDP 53	1375956915.103352000	2	DNS
192.168.1.1	UDP 51324	10.10.10.1	UDP 53	1375956915.156848000	2	DNS
192.168.1.1	UDP 51288	10.10.10.1	UDP 53	1375956915.176799000	2	DNS
192.168.1.1	UDP 61066	10.10.10.1	UDP 53	1375956915.189306000	2	DNS
192.168.1.1	UDP 59500	10.10.10.1	UDP 53	1375956915.433268000	2	DNS
192.168.1.1	UDP 57559	10.10.10.1	UDP 53	1375956915.459472000	2	DNS
192.168.1.1	UDP 54565	10.10.10.1	UDP 53	1375956915.462463000	2	DNS
192.168.1.1	UDP 53179	10.10.10.1	UDP 53	1375956915.567280000	2	DNS
192.168.1.1	UDP 54246	10.10.10.1	UDP 53	1375956915.647388000	2	DNS
192.168.1.1	UDP 57421	10.10.10.1	UDP 53	1375956915.520751000	2	DNS
192.168.1.1	UDP 56536	10.10.10.1	UDP 53	1375956915.735347000	2	DNS
192.168.1.1	UDP 51974	10.10.10.1	UDP 53	1375956915.554806000	2	DNS
192.168.1.1	UDP 58893	10.10.10.1	UDP 53	1375956915.795471000	2	DNS
192.168.1.1	UDP 63926	10.10.10.1	UDP 53	1375956915.615746000	2	DNS
192.168.1.1	UDP 58963	10.10.10.1	UDP 53	1375956915.819160000	2	DNS
192.168.1.1	UDP 59906	10.10.10.1	UDP 53	1375956915.898045000	2	DNS
192.168.1.1	UDP 55070	10.10.10.1	UDP 53	1375956915.927750000	2	DNS
192.168.1.1	UDP 61303	10.10.10.1	UDP 53	1375956915.909261000	2	DNS
192.168.1.1	UDP 49984	10.10.10.1	UDP 53	1375956915.916636000	2	DNS
192.168.1.1	UDP 59200	10.10.10.1	UDP 53	1375956916.173173000	2	DNS
192.168.1.1	UDP 56019	10.10.10.1	UDP 53	1375956916.032159000	2	DNS
192.168.1.1	UDP 57699	10.10.10.1	UDP 53	1375956916.238870000	2	DNS
192.168.1.1	UDP 63927	10.10.10.1	UDP 53	1375956916.329582000	2	DNS
192.168.1.1	UDP 54324	10.10.10.1	UDP 53	1375956915.636104000	2	DNS
192.168.1.1	UDP 55406	10.10.10.1	UDP 53	1375956916.254980000	2	DNS
192.168.1.1	UDP 64855	10.10.10.1	UDP 53	1375956916.328019000	2	DNS
192.168.1.1	UDP 63928	10.10.10.1	UDP 53	1375956916.559507000	2	DNS
192.168.1.1	UDP 65191	10.10.10.1	UDP 53	1375956916.611372000	2	DNS
192.168.1.1	UDP 54086	10.10.10.1	UDP 53	1375956916.722748000	2	DNS
192.168.1.1	UDP 55261	10.10.10.1	UDP 53	1375956916.526267000	2	DNS
192.168.1.1	UDP 52234	10.10.10.1	UDP 53	1375956916.647398000	2	DNS
192.168.1.1	UDP 53499	10.10.10.1	UDP 53	1375956916.538333000	2	DNS
192.168.1.1	UDP 60078	10.10.10.1	UDP 53	1375956917.419557000	2	DNS
192.168.1.1	UDP 52870	10.10.10.1	UDP 53	1375956917.886612000	2	DNS
192.168.1.1	UDP 53850	10.10.10.1	UDP 53	1375956917.913496000	2	DNS
192.168.1.1	UDP 49159	10.10.10.1	UDP 53	1375956917.900614000	2	DNS
192.168.1.1	UDP 55731	10.10.10.1	UDP 53	1375956917.979125000	2	DNS
192.168.1.1	TCP 3029	108.161.188.224	TCP 80	1375966063.864688000	11	HTTP
192.168.1.1	TCP 3030	108.161.188.224	TCP 80	1375966063.866557000	11	HTTP
192.168.1.1	TCP 3034	108.161.188.224	TCP 80	1375966063.885046000	11	HTTP
192.168.1.1	TCP 3033	108.161.188.224	TCP 80	1375966063.881171000	11	HTTP
192.168.1.1	TCP 3032	108.161.188.224	TCP 80	1375966063.874782000	11	HTTP
192.168.1.1	TCP 3031	108.161.188.224	TCP 80	1375966063.873184000	11	HTTP
192.168.1.1	TCP 3038	108.161.188.224	TCP 80	1375966063.962809000	11	HTTP
192.168.1.1	TCP 3036	108.161.188.224	TCP 80	1375966063.955570000	12	HTTP
192.168.1.1	TCP 3040	108.161.188.224	TCP 80	1375966063.971680000	13	HTTP
192.168.1.1	TCP 3039	108.161.188.224	TCP 80	1375966063.967465000	13	HTTP
192.168.1.1	TCP 3037	108.161.188.224	TCP 80	1375966063.959886000	13	HTTP
192.168.1.1	TCP 3041	108.161.188.224	TCP 80	1375966063.975962000	12	HTTP
192.168.1.1	TCP 3042	108.161.188.224	TCP 80	1375966064.107085000	11	HTTP
192.168.1.1	TCP 3043	108.161.188.224	TCP 80	1375966064.111572000	13	HTTP
192.168.1.1	TCP 3026	173.194.35.78	TCP 443	1375966061.966289000	13	SSL
192.168.1.1	TCP 3004	166.70.171.110	TCP 80	1375966050.229568000	11	HTTP
192.168.1.1	TCP 3007	166.70.171.110	TCP 80	1375966050.247343000	13	HTTP
192.168.1.1	TCP 3003	166.70.171.110	TCP 80	1375966050.224810000	11	HTTP
192.168.1.1	UDP 64415	10.10.10.1	UDP 53	1375956918.170168000	2	DNS
192.168.1.1	UDP 60667	10.10.10.1	UDP 53	1375956917.998260000	2	DNS
192.168.1.1	UDP 49542	10.10.10.1	UDP 53	1375956918.246028000	2	DNS
192.168.1.1	UDP 63929	10.10.10.1	UDP 53	1375956918.278044000	2	DNS
192.168.1.1	TCP 3023	108.161.188.154	TCP 80	1375966061.834554000	5	HTTP
192.168.1.1	TCP 3022	108.161.188.154	TCP 80	1375966061.830442000	7	HTTP
192.168.1.1	TCP 3024	108.161.188.154	TCP 80	1375966061.838599000	5	HTTP
192.168.1.1	TCP 3025	108.161.188.154	TCP 80	1375966061.843085000	5	HTTP
192.168.1.1	UDP 55940	10.10.10.1	UDP 53	1375956918.330860000	2	DNS
192.168.1.1	UDP 51172	10.10.10.1	UDP 53	1375956918.414231000	2	DNS
192.168.1.1	UDP 49460	10.10.10.1	UDP 53	1375956918.259521000	2	DNS
192.168.1.1	TCP 3049	23.63.81.224	TCP 80	1375966073.502009000	11	HTTP
192.168.1.1	TCP 3050	173.194.35.90	TCP 80	1375966073.811872000	11	HTTP
192.168.1.1	UDP 63930	10.10.10.1	UDP 53	1375956918.527817000	2	DNS
192.168.1.1	TCP 3051	173.194.44.224	TCP 80	1375966074.607584000	11	HTTP
192.168.1.1	UDP 52798	10.10.10.1	UDP 53	1375956918.359410000	2	DNS
192.168.1.1	UDP 54556	10.10.10.1	UDP 53	1375956918.629168000	2	DNS
192.168.1.1	UDP 60438	10.10.10.1	UDP 53	1375956918.499812000	2	DNS
192.168.1.1	TCP 3052	173.194.44.250	TCP 80	1375966077.015487000	11	HTTP
192.168.1.1	TCP 3008	173.194.44.237	TCP 80	1375966050.269945000	12	HTTP
192.168.1.1	UDP 59625	10.10.10.1	UDP 53	1375956918.711043000	2	DNS
192.168.1.1	UDP 54832	10.10.10.1	UDP 53	1375956918.772560000	2	DNS
192.168.1.1	UDP 61270	10.10.10.1	UDP 53	1375956918.785170000	2	DNS
192.168.1.1	UDP 61234	10.10.10.1	UDP 53	1375956918.856679000	2	DNS
192.168.1.1	UDP 60766	10.10.10.1	UDP 53	1375956918.874488000	2	DNS
192.168.1.1	TCP 3018	108.161.188.154	TCP 80	1375966052.736714000	11	HTTP
192.168.1.1	TCP 3016	108.161.188.154	TCP 80	1375966052.728591000	11	HTTP
192.168.1.1	TCP 3054	108.161.188.154	TCP 80	1375966088.145432000	11	HTTP
192.168.1.1	UDP 60651	10.10.10.1	UDP 53	1375956919.153865000	2	DNS
192.168.1.4	TCP 2109	91.213.160.17	TCP 80	1375965426.667636000	9	HTTP
192.168.1.1	UDP 58081	10.10.10.1	UDP 53	1375956919.157705000	2	DNS
192.168.1.1	TCP 3053	173.194.44.250	TCP 80	1375966078.961196000	3	HTTP
192.168.1.1	UDP 52549	10.10.10.1	UDP 53	1375956919.253380000	2	DNS
192.168.1.1	UDP 59496	10.10.10.1	UDP 53	1375956919.546351000	2	DNS
192.168.1.1	UDP 55824	10.10.10.1	UDP 53	1375956918.611800000	2	DNS
192.168.1.1	TCP 3061	173.194.35.70	TCP 80	1375966148.954337000	11	HTTP
192.168.1.1	TCP 3062	173.194.35.70	TCP 80	1375966148.959095000	11	HTTP
192.168.1.1	UDP 49187	10.10.10.1	UDP 53	1375956919.627648000	2	DNS
192.168.1.1	UDP 55667	10.10.10.1	UDP 53	1375956919.880922000	2	DNS
192.168.1.1	UDP 51133	10.10.10.1	UDP 53	1375956919.251646000	2	DNS
192.168.1.1	UDP 63931	10.10.10.1	UDP 53	1375956919.798911000	2	DNS
192.168.1.1	UDP 63932	10.10.10.1	UDP 53	1375956920.143475000	2	DNS
192.168.1.1	UDP 63936	10.10.10.1	UDP 53	1375956920.305425000	2	DNS
192.168.1.1	UDP 63937	10.10.10.1	UDP 53	1375956920.409358000	2	DNS
192.168.1.1	UDP 63935	10.10.10.1	UDP 53	1375956920.306206000	2	DNS
192.168.1.1	UDP 58145	10.10.10.1	UDP 53	1375956920.558426000	2	DNS
192.168.1.1	UDP 52895	10.10.10.1	UDP 53	1375956920.800179000	2	DNS
192.168.1.1	TCP 3066	173.194.44.238	TCP 80	1375966166.268759000	12	HTTP
192.168.1.1	UDP 51745	10.10.10.1	UDP 53	1375956920.657024000	2	DNS
192.168.1.1	UDP 59084	10.10.10.1	UDP 53	1375956921.075476000	2	DNS
192.168.1.1	UDP 52395	10.10.10.1	UDP 53	1375956921.077821000	2	DNS
192.168.1.1	UDP 56724	10.10.10.1	UDP 53	1375956920.725440000	2	DNS
192.168.1.1	TCP 3069	107.22.34.251	TCP 80	1375966174.909877000	1	HTTP
192.168.1.1	TCP 3027	166.70.171.101	TCP 80	1375966063.819688000	3	HTTP
192.168.1.1	TCP 3064	173.194.44.237	TCP 80	1375966156.686021000	12	HTTP
192.168.1.1	TCP 3063	173.194.44.250	TCP 80	1375966149.496299000	11	HTTP
192.168.1.1	TCP 3020	108.161.188.154	TCP 80	1375966052.744429000	2	HTTP
192.168.1.1	TCP 3017	108.161.188.154	TCP 80	1375966052.734505000	2	HTTP
192.168.1.1	TCP 3019	108.161.188.154	TCP 80	1375966052.742560000	5	HTTP
192.168.1.1	TCP 3035	108.161.188.224	TCP 80	1375966063.889396000	3	HTTP
192.168.1.1	TCP 3047	108.161.188.224	TCP 80	1375966064.130129000	9	HTTP
192.168.1.1	TCP 3045	108.161.188.224	TCP 80	1375966064.122278000	7	HTTP
192.168.1.1	TCP 3044	108.161.188.224	TCP 80	1375966064.116024000	9	HTTP
192.168.1.1	TCP 3046	108.161.188.224	TCP 80	1375966064.125609000	11	HTTP
192.168.1.1	TCP 3058	173.194.35.91	TCP 80	1375966125.389706000	9	HTTP
192.168.1.1	TCP 3057	68.67.185.188	TCP 80	1375966120.589127000	9	HTTP
192.168.1.1	TCP 3015	108.161.188.154	TCP 80	1375966052.726654000	10	HTTP
192.168.1.1	TCP 3056	107.21.234.83	TCP 80	1375966108.104037000	3	HTTP
192.168.1.1	TCP 3021	173.194.44.249	TCP 80	1375966061.414844000	4	HTTP
192.168.1.1	TCP 3086	95.172.94.28	TCP 80	1375966250.816480000	1	HTTP
192.168.1.1	TCP 3085	95.172.94.28	TCP 80	1375966250.811891000	1	HTTP
192.168.1.1	TCP 3087	173.194.35.78	TCP 443	1375966250.933838000	12	SSL
192.168.1.1	TCP 3079	108.161.188.154	TCP 80	1375966246.714103000	12	HTTP
192.168.1.1	TCP 3089	23.63.79.139	TCP 80	1375966256.531863000	11	HTTP
192.168.1.1	UDP 50253	10.10.10.1	UDP 53	1375956921.396079000	2	DNS
192.168.1.1	UDP 51825	10.10.10.1	UDP 53	1375956921.342855000	2	DNS
192.168.1.1	UDP 63938	10.10.10.1	UDP 53	1375956921.341257000	2	DNS
192.168.1.1	UDP 50226	10.10.10.1	UDP 53	1375956921.592186000	2	DNS
192.168.1.1	UDP 58752	10.10.10.1	UDP 53	1375956921.594259000	2	DNS
192.168.1.1	UDP 63940	10.10.10.1	UDP 53	1375956924.282422000	2	DNS
192.168.1.1	UDP 52385	10.10.10.1	UDP 53	1375956924.343633000	2	DNS
192.168.1.1	UDP 63941	10.10.10.1	UDP 53	1375956927.558295000	2	DNS
192.168.1.1	UDP 58683	10.10.10.1	UDP 53	1375956928.823950000	2	DNS
192.168.1.2	UDP 64612	10.10.10.1	UDP 53	1375957518.324763000	2	DNS
192.168.1.1	TCP 3092	173.194.44.239	TCP 443	1375966258.708890000	14	SSL
192.168.1.2	UDP 65236	10.10.10.1	UDP 53	1375957518.659164000	2	DNS
192.168.1.2	UDP 64911	10.10.10.1	UDP 53	1375957519.288304000	2	DNS
192.168.1.2	UDP 57314	10.10.10.1	UDP 53	1375957519.413446000	2	DNS
192.168.1.2	UDP 56761	10.10.10.1	UDP 53	1375957519.778028000	2	DNS
192.168.1.2	UDP 64613	10.10.10.1	UDP 53	1375957520.104783000	2	DNS
192.168.1.2	UDP 59567	10.10.10.1	UDP 53	1375957519.528051000	2	DNS
192.168.1.2	UDP 61373	10.10.10.1	UDP 53	1375957519.935458000	2	DNS
192.168.1.2	UDP 54364	10.10.10.1	UDP 53	1375957520.206167000	2	DNS
192.168.1.2	UDP 53773	10.10.10.1	UDP 53	1375957520.267446000	2	DNS
192.168.1.2	UDP 64614	10.10.10.1	UDP 53	1375957521.652975000	2	DNS
192.168.1.2	UDP 60786	10.10.10.1	UDP 53	1375957524.052653000	2	DNS
192.168.1.2	UDP 64615	10.10.10.1	UDP 53	1375957524.608211000	2	DNS
192.168.1.2	UDP 58122	10.10.10.1	UDP 53	1375957527.840681000	2	DNS
192.168.1.2	UDP 52497	10.10.10.1	UDP 53	1375957527.927587000	2	DNS
192.168.1.2	UDP 54775	10.10.10.1	UDP 53	1375957533.807368000	2	DNS
192.168.1.1	TCP 3099	23.63.66.110	TCP 443	1375966266.454509000	14	SSL
192.168.1.2	UDP 60397	10.10.10.1	UDP 53	1375957534.376078000	2	DNS
192.168.1.2	UDP 59331	10.10.10.1	UDP 53	1375957535.508843000	2	DNS
192.168.1.2	UDP 62024	10.10.10.1	UDP 53	1375957535.510237000	2	DNS
192.168.1.2	UDP 56390	10.10.10.1	UDP 53	1375957535.819827000	2	DNS
192.168.1.2	UDP 54754	10.10.10.1	UDP 53	1375957535.842327000	2	DNS
192.168.1.2	UDP 52526	10.10.10.1	UDP 53	1375957537.855943000	2	DNS
192.168.1.1	TCP 3100	173.193.240.138	TCP 80	1375966266.907357000	1	HTTP
192.168.1.2	UDP 58920	10.10.10.1	UDP 53	1375957538.201662000	2	DNS
192.168.1.2	UDP 60692	10.10.10.1	UDP 53	1375957538.367147000	2	DNS
192.168.1.2	UDP 50070	10.10.10.1	UDP 53	1375957538.444570000	2	DNS
192.168.1.2	UDP 49260	10.10.10.1	UDP 53	1375957538.414185000	2	DNS
192.168.1.1	TCP 3103	173.193.240.138	TCP 80	1375966274.555058000	1	HTTP
192.168.1.2	UDP 49655	10.10.10.1	UDP 53	1375957538.513326000	2	DNS
192.168.1.2	UDP 61727	10.10.10.1	UDP 53	1375957541.695020000	2	DNS
192.168.1.1	TCP 3105	173.192.208.206	TCP 80	1375966292.301051000	2	HTTP
192.168.1.2	UDP 53129	10.10.10.1	UDP 53	1375957542.273247000	2	DNS
192.168.1.2	UDP 61038	10.10.10.1	UDP 53	1375957567.804149000	2	DNS
192.168.1.2	UDP 49584	10.10.10.1	UDP 53	1375957567.812238000	2	DNS
192.168.1.2	UDP 59230	10.10.10.1	UDP 53	1375957567.825833000	2	DNS
192.168.1.2	UDP 49706	10.10.10.1	UDP 53	1375957567.958111000	2	DNS
192.168.1.2	UDP 60214	10.10.10.1	UDP 53	1375957567.961544000	2	DNS
192.168.1.2	UDP 51097	10.10.10.1	UDP 53	1375957567.981189000	2	DNS
192.168.1.2	UDP 61267	10.10.10.1	UDP 53	1375957568.284322000	2	DNS
192.168.1.2	UDP 53420	10.10.10.1	UDP 53	1375957568.285648000	2	DNS
