# SPID Algorithm Proof-of-Concept 0.4.6
# Created by Erik Hjelmvik - erik.hjelmvik at gmail.com
# http://sourceforge.net/projects/spid 
# 
# Parsing file: C:\Users\jan.pluskal\sources\netfoxframework\Netfox.Framework2\TestingData\pcap_mix\http.cap
# SPID start: 1406123761.727597000
# SPID stop: 1406123768.214892000
# Total time: 00:00:06.4872952
# 
# Total number of sessions: 1228
# 
# Identified protocols summary:
# [protocolName]	[numberOfSessions]
# DNS	757
# HTTP	450
# SSL	17
# UNKNOWN	4
# 
# 
# Configuration:
# config/divergenceThreshold: 2.04
# config/maxSimultaneousSessions: 1000
# config/maxFramesToInspectPerSession: 20
# config/displayAllProtocolModelDivergences: true
# config/timestampFormat: UNIX_TIME
# config/displayLogFile: true
# config/appendUnidirectionalSessions: false
# config/attributeMeters/attributeMeter/AccumulatedDirectionBytesMeter: active
# config/attributeMeters/attributeMeter/ActionReactionFirst3ByteHashMeter: active
# config/attributeMeters/attributeMeter/ByteBitValueMeter: -
# config/attributeMeters/attributeMeter/ByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/ByteFrequencyOfFirstPacketBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringCountIn32FirstBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/BytePairsReocurringOffsetsIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/ByteValueOffsetHashOfFirst32BytesInFirst4PacketsMeter: active
# config/attributeMeters/attributeMeter/DirectionByteFrequencyMeter: -
# config/attributeMeters/attributeMeter/DirectionPacketLengthDistributionMeter: active
# config/attributeMeters/attributeMeter/DirectionPacketSizeChange: -
# config/attributeMeters/attributeMeter/First2OrderedFirst4CharWordsMeter: -
# config/attributeMeters/attributeMeter/First2OrderedFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/First2OrderedPacketsFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst16ByteHashCountsMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst3ByteHashAndPacketLengthMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst8ByteHashDirectionCountsMeter: active
# config/attributeMeters/attributeMeter/First2PacketsPerDirectionFirst5BytesDifferencesMeter: -
# config/attributeMeters/attributeMeter/First4DirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionFirstNByteNibblesMeter: active
# config/attributeMeters/attributeMeter/First4OrderedDirectionInterPacketDelayMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionPacketSizeMeter: -
# config/attributeMeters/attributeMeter/First4PacketsByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/First4PacketsByteReoccurringDistanceWithByteHashMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst16BytePairsMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst32BytesEqualityMeter: active
# config/attributeMeters/attributeMeter/FirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/FirstPacketPerDirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/FirstServerPacketFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/NibblePositionFrequencyMeter: -
# config/attributeMeters/attributeMeter/NibblePositionPopularityMeter: active
# config/attributeMeters/attributeMeter/PacketLengthDistributionMeter: -
# config/attributeMeters/attributeMeter/PacketPairLengthPrimesMeter: -
# 
# 
# Protocol models:
# [protocolName]	[trainingSessionsCount]	[observationCount]
# BitTorrent	36	294
# DNS	41	154
# eDonkey	34	333
# eDonkeyTCPObfuscation	2646	27440
# eDonkeyUDPObfuscation	2794	8491
# FTP	73	885
# HTTP	121	812
# IMAP	13	113
# IRC	32	308
# ISAKMP	22	175
# MSE	2113	24208
# MSN	23	227
# POP	26	262
# SkypeTCP	683	6662
# SkypeUDP	4617	19920
# SMTP	27	296
# SpotifyP2P	3294	51378
# SpotifyServer	50	675
# SSH	54	577
# SSL	81	734
# 
# 
# [clientIp]	[clientPort]	[serverIp]	[serverPort]	[sessionStartTime]	[inspectedFramesWithPayload]	[identifiedProtocol]
192.168.1.1	TCP 3324	108.161.188.154	TCP 80	1375986169.358690000	5	HTTP
192.168.1.1	TCP 3336	108.161.188.224	TCP 80	1375986169.404119000	7	HTTP
192.168.1.1	TCP 3334	108.161.188.224	TCP 80	1375986169.403811000	9	HTTP
192.168.1.1	TCP 3337	108.161.188.224	TCP 80	1375986169.404263000	11	HTTP
192.168.1.1	TCP 3338	108.161.188.224	TCP 80	1375986169.404410000	9	HTTP
192.168.1.1	TCP 3308	108.161.188.154	TCP 80	1375986169.091001000	12	HTTP
192.168.1.1	TCP 3375	23.63.79.139	TCP 80	1375986173.544101000	11	HTTP
192.168.1.1	TCP 3376	95.172.94.24	TCP 80	1375986173.585105000	1	HTTP
192.168.1.1	TCP 3377	95.172.94.24	TCP 80	1375986173.585267000	1	HTTP
192.168.1.1	TCP 3380	173.194.44.239	TCP 443	1375986173.693635000	12	SSL
192.168.1.1	TCP 3381	23.63.66.110	TCP 443	1375986173.758332000	11	SSL
192.168.1.1	TCP 3362	81.22.38.155	TCP 80	1375986172.091005000	2	HTTP
192.168.1.1	TCP 3394	173.193.240.138	TCP 80	1375986174.458112000	1	HTTP
192.168.1.1	TCP 3397	184.73.175.201	TCP 80	1375986174.742228000	2	HTTP
192.168.1.1	TCP 3366	108.161.188.224	TCP 80	1375986172.496995000	7	HTTP
192.168.1.1	TCP 3367	108.161.188.224	TCP 80	1375986172.497168000	7	HTTP
192.168.1.1	TCP 3368	108.161.188.224	TCP 80	1375986172.497331000	5	HTTP
192.168.1.1	TCP 3369	108.161.188.224	TCP 80	1375986172.497505000	5	HTTP
192.168.1.1	TCP 3364	108.161.188.224	TCP 80	1375986172.496653000	10	HTTP
192.168.1.1	TCP 3365	108.161.188.224	TCP 80	1375986172.496829000	11	HTTP
192.168.1.1	TCP 3371	108.161.188.154	TCP 80	1375986173.480232000	5	HTTP
192.168.1.1	TCP 3373	108.161.188.154	TCP 80	1375986173.481137000	3	HTTP
192.168.1.1	TCP 3372	108.161.188.154	TCP 80	1375986173.480959000	5	HTTP
192.168.1.1	TCP 3379	173.194.44.227	TCP 443	1375986173.590642000	4	SSL
192.168.1.1	TCP 3386	69.171.237.20	TCP 443	1375986174.011380000	4	SSL
192.168.1.1	TCP 3343	185.31.16.129	TCP 80	1375986169.815551000	8	HTTP
192.168.1.1	TCP 3244	217.11.235.110	TCP 80	1375986066.958586000	4	HTTP
192.168.1.1	TCP 3243	217.11.235.32	TCP 80	1375986066.958327000	2	HTTP
192.168.1.1	TCP 3242	217.11.235.32	TCP 80	1375986066.958031000	2	HTTP
192.168.1.1	TCP 3240	217.11.235.110	TCP 80	1375986066.957496000	6	HTTP
192.168.1.1	TCP 3239	217.11.235.113	TCP 80	1375986066.956903000	8	HTTP
192.168.1.1	TCP 3237	217.11.235.70	TCP 80	1375986066.918111000	2	HTTP
192.168.1.1	TCP 3399	192.168.1.4	TCP 139	1375986183.337619000	15
192.168.1.1	TCP 3400	192.168.1.4	TCP 139	1375986183.345521000	15
192.168.1.1	TCP 3254	217.11.235.111	TCP 80	1375986069.697194000	2	HTTP
192.168.1.1	TCP 3300	166.70.171.110	TCP 80	1375986169.041647000	5	HTTP
192.168.1.1	TCP 3299	166.70.171.110	TCP 80	1375986169.040854000	9	HTTP
192.168.1.1	TCP 3341	166.70.171.101	TCP 80	1375986169.564980000	3	HTTP
192.168.1.1	TCP 3251	69.171.237.20	TCP 80	1375986069.695019000	9	HTTP
192.168.1.1	TCP 3267	23.62.237.32	TCP 80	1375986070.339013000	4	HTTP
192.168.1.1	TCP 3263	23.63.97.231	TCP 80	1375986070.119387000	2	HTTP
192.168.1.1	TCP 3262	195.113.232.82	TCP 80	1375986070.117544000	2	HTTP
192.168.1.1	TCP 3340	166.70.171.101	TCP 80	1375986169.564800000	5	HTTP
192.168.1.1	TCP 3378	54.230.46.127	TCP 80	1375986173.586806000	7	HTTP
192.168.1.1	TCP 3382	54.240.162.134	TCP 80	1375986173.801738000	3	HTTP
192.168.1.1	TCP 3402	184.73.175.201	TCP 80	1375986204.716410000	2	HTTP
192.168.1.1	TCP 3398	50.31.164.168	TCP 80	1375986174.751501000	2	HTTP
192.168.1.1	TCP 3347	173.194.44.237	TCP 80	1375986170.050695000	5	HTTP
192.168.1.1	TCP 3351	173.194.35.78	TCP 80	1375986171.513089000	5	HTTP
192.168.1.1	TCP 3345	173.194.44.250	TCP 80	1375986169.880786000	10	HTTP
192.168.1.1	TCP 3385	176.34.120.209	TCP 80	1375986173.971422000	3	HTTP
192.168.1.1	TCP 3393	195.113.232.91	TCP 80	1375986174.443002000	2	HTTP
192.168.1.1	TCP 3363	173.194.35.79	TCP 80	1375986172.250993000	5	HTTP
192.168.1.1	TCP 3384	195.113.232.89	TCP 80	1375986173.877148000	10	HTTP
192.168.1.1	TCP 3392	173.194.44.247	TCP 80	1375986174.267129000	2	HTTP
192.168.1.1	TCP 3374	195.113.232.73	TCP 80	1375986173.506519000	4	HTTP
192.168.1.1	TCP 3326	173.194.44.250	TCP 80	1375986169.361161000	6	HTTP
192.168.1.1	TCP 3395	23.63.82.127	TCP 80	1375986174.696487000	5	HTTP
192.168.1.1	TCP 3348	54.217.250.32	TCP 80	1375986170.813012000	6	HTTP
192.168.1.1	TCP 3383	69.171.237.20	TCP 443	1375986173.834194000	6	SSL
192.168.1.1	TCP 3359	173.194.44.249	TCP 80	1375986171.757385000	8	HTTP
192.168.1.1	TCP 3396	192.33.31.101	TCP 80	1375986174.707920000	5	HTTP
192.168.1.1	TCP 3361	173.194.44.236	TCP 443	1375986172.006320000	10	SSL
192.168.1.1	TCP 3352	54.247.180.77	TCP 80	1375986171.570200000	12	HTTP
192.168.1.1	TCP 3388	107.21.123.212	TCP 80	1375986174.111283000	3	HTTP
192.168.1.1	TCP 3390	195.113.232.96	TCP 80	1375986174.195428000	5	HTTP
192.168.1.1	TCP 3357	173.194.44.237	TCP 80	1375986171.755018000	3	HTTP
192.168.1.1	TCP 3391	176.34.237.250	TCP 80	1375986174.195907000	2	HTTP
192.168.1.1	TCP 3280	173.194.35.83	TCP 80	1375986127.810119000	8	HTTP
192.168.1.1	UDP 52893	10.10.10.1	UDP 53	1375986174.756123000	2	DNS
192.168.1.1	UDP 60793	10.10.10.1	UDP 53	1375986174.687649000	2	DNS
192.168.1.1	UDP 64258	10.10.10.1	UDP 53	1375986174.717390000	2	DNS
192.168.1.1	UDP 49526	10.10.10.1	UDP 53	1375986174.706891000	2	DNS
192.168.1.1	UDP 50998	10.10.10.1	UDP 53	1375986174.705913000	2	DNS
192.168.1.1	UDP 65442	10.10.10.1	UDP 53	1375986174.692253000	2	DNS
192.168.1.1	UDP 59238	10.10.10.1	UDP 53	1375986174.686244000	2	DNS
192.168.1.1	UDP 51907	10.10.10.1	UDP 53	1375986174.689886000	2	DNS
192.168.1.1	UDP 51333	10.10.10.1	UDP 53	1375986174.694752000	2	DNS
192.168.1.1	UDP 60126	10.10.10.1	UDP 53	1375986174.692634000	2	DNS
192.168.1.1	UDP 50522	10.10.10.1	UDP 53	1375986174.689685000	2	DNS
192.168.1.1	UDP 53833	10.10.10.1	UDP 53	1375986174.689617000	2	DNS
192.168.1.1	UDP 55245	10.10.10.1	UDP 53	1375986174.687248000	2	DNS
192.168.1.1	UDP 64059	10.10.10.1	UDP 53	1375986174.686977000	2	DNS
192.168.1.1	UDP 65303	10.10.10.1	UDP 53	1375986174.686807000	2	DNS
192.168.1.1	UDP 56064	10.10.10.1	UDP 53	1375986174.456469000	2	DNS
192.168.1.1	UDP 60774	10.10.10.1	UDP 53	1375986174.454329000	2	DNS
192.168.1.1	UDP 52995	10.10.10.1	UDP 53	1375986174.441179000	2	DNS
192.168.1.1	UDP 49194	10.10.10.1	UDP 53	1375986174.242530000	2	DNS
192.168.1.1	UDP 53450	10.10.10.1	UDP 53	1375986174.115645000	2	DNS
192.168.1.1	UDP 54754	10.10.10.1	UDP 53	1375986174.135033000	2	DNS
192.168.1.1	UDP 59203	10.10.10.1	UDP 53	1375986174.132849000	2	DNS
192.168.1.1	UDP 54333	10.10.10.1	UDP 53	1375986174.114901000	2	DNS
192.168.1.1	UDP 52411	10.10.10.1	UDP 53	1375986174.080672000	2	DNS
192.168.1.1	UDP 49783	10.10.10.1	UDP 53	1375986174.080262000	2	DNS
192.168.1.1	UDP 58715	10.10.10.1	UDP 53	1375986174.070149000	2	DNS
192.168.1.1	UDP 58818	10.10.10.1	UDP 53	1375986173.990066000	2	DNS
192.168.1.1	UDP 54557	10.10.10.1	UDP 53	1375986173.883368000	2	DNS
192.168.1.1	UDP 60261	10.10.10.1	UDP 53	1375986173.834013000	2	DNS
192.168.1.1	UDP 51317	10.10.10.1	UDP 53	1375986173.839155000	2	DNS
192.168.1.1	UDP 64420	10.10.10.1	UDP 53	1375986173.714449000	2	DNS
192.168.1.1	UDP 51116	10.10.10.1	UDP 53	1375986173.776988000	2	DNS
192.168.1.1	UDP 56490	10.10.10.1	UDP 53	1375986173.719427000	2	DNS
192.168.1.1	UDP 64058	10.10.10.1	UDP 53	1375986173.736404000	2	DNS
192.168.1.1	UDP 57125	10.10.10.1	UDP 53	1375986173.713688000	2	DNS
192.168.1.1	UDP 57997	10.10.10.1	UDP 53	1375986173.692086000	2	DNS
192.168.1.1	UDP 59312	10.10.10.1	UDP 53	1375986173.690190000	2	DNS
192.168.1.1	UDP 56884	10.10.10.1	UDP 53	1375986173.562192000	2	DNS
192.168.1.1	UDP 59990	10.10.10.1	UDP 53	1375986173.583565000	2	DNS
192.168.1.1	UDP 64057	10.10.10.1	UDP 53	1375986173.569535000	2	DNS
192.168.1.1	UDP 65174	10.10.10.1	UDP 53	1375986173.530132000	2	DNS
192.168.1.1	UDP 65129	10.10.10.1	UDP 53	1375986173.508793000	2	DNS
192.168.1.1	UDP 49651	10.10.10.1	UDP 53	1375986173.501002000	2	DNS
192.168.1.1	UDP 64056	10.10.10.1	UDP 53	1375986173.498688000	2	DNS
192.168.1.1	UDP 54946	10.10.10.1	UDP 53	1375986172.661375000	2	DNS
192.168.1.1	UDP 49918	10.10.10.1	UDP 53	1375986172.436448000	2	DNS
192.168.1.1	UDP 65071	10.10.10.1	UDP 53	1375986172.495167000	2	DNS
192.168.1.1	UDP 59521	10.10.10.1	UDP 53	1375986172.492682000	2	DNS
192.168.1.1	UDP 56130	10.10.10.1	UDP 53	1375986172.249440000	2	DNS
192.168.1.1	UDP 64055	10.10.10.1	UDP 53	1375986172.247885000	2	DNS
192.168.1.1	UDP 52258	10.10.10.1	UDP 53	1375986172.062404000	2	DNS
192.168.1.1	UDP 53742	10.10.10.1	UDP 53	1375986172.029032000	2	DNS
192.168.1.1	UDP 56390	10.10.10.1	UDP 53	1375986172.004673000	2	DNS
192.168.1.1	UDP 52215	10.10.10.1	UDP 53	1375986172.002084000	2	DNS
192.168.1.1	UDP 51260	10.10.10.1	UDP 53	1375986171.964061000	2	DNS
192.168.1.1	UDP 54386	10.10.10.1	UDP 53	1375986171.949361000	2	DNS
192.168.1.1	UDP 59479	10.10.10.1	UDP 53	1375986171.754886000	2	DNS
192.168.1.1	UDP 52203	10.10.10.1	UDP 53	1375986171.752757000	2	DNS
192.168.1.1	UDP 50256	10.10.10.1	UDP 53	1375986171.639875000	2	DNS
192.168.1.1	UDP 57239	10.10.10.1	UDP 53	1375986171.638017000	2	DNS
192.168.1.1	UDP 54331	10.10.10.1	UDP 53	1375986171.568029000	2	DNS
192.168.1.1	UDP 53482	10.10.10.1	UDP 53	1375986171.565820000	2	DNS
192.168.1.1	UDP 65466	10.10.10.1	UDP 53	1375986171.511404000	2	DNS
192.168.1.1	UDP 50280	10.10.10.1	UDP 53	1375986171.496530000	2	DNS
192.168.1.1	UDP 52828	10.10.10.1	UDP 53	1375986171.062692000	2	DNS
192.168.1.1	UDP 51567	10.10.10.1	UDP 53	1375986171.060595000	2	DNS
192.168.1.1	UDP 58095	10.10.10.1	UDP 53	1375986170.888932000	2	DNS
192.168.1.1	UDP 65524	10.10.10.1	UDP 53	1375986170.529465000	2	DNS
192.168.1.1	UDP 61534	10.10.10.1	UDP 53	1375986170.452551000	2	DNS
192.168.1.1	UDP 64462	10.10.10.1	UDP 53	1375986170.045382000	2	DNS
192.168.1.1	UDP 55844	10.10.10.1	UDP 53	1375986170.035483000	2	DNS
192.168.1.1	UDP 64054	10.10.10.1	UDP 53	1375986169.811499000	2	DNS
192.168.1.1	UDP 59546	10.10.10.1	UDP 53	1375986169.790759000	2	DNS
192.168.1.1	UDP 57199	10.10.10.1	UDP 53	1375986169.784085000	2	DNS
192.168.1.1	UDP 56559	10.10.10.1	UDP 53	1375986169.355545000	2	DNS
192.168.1.1	UDP 56326	10.10.10.1	UDP 53	1375986169.731048000	2	DNS
192.168.1.1	UDP 57536	10.10.10.1	UDP 53	1375986169.715959000	2	DNS
192.168.1.1	UDP 64053	10.10.10.1	UDP 53	1375986169.563278000	2	DNS
192.168.1.1	UDP 57631	10.10.10.1	UDP 53	1375986169.188413000	2	DNS
192.168.1.1	UDP 50915	10.10.10.1	UDP 53	1375986169.384364000	2	DNS
192.168.1.1	UDP 50625	10.10.10.1	UDP 53	1375986169.378701000	2	DNS
192.168.1.1	UDP 51156	10.10.10.1	UDP 53	1375986169.378725000	2	DNS
192.168.1.1	UDP 56458	10.10.10.1	UDP 53	1375986169.354600000	2	DNS
192.168.1.1	UDP 54692	10.10.10.1	UDP 53	1375986169.353251000	2	DNS
192.168.1.1	UDP 55194	10.10.10.1	UDP 53	1375986169.353765000	2	DNS
192.168.1.1	UDP 53424	10.10.10.1	UDP 53	1375986169.359783000	2	DNS
192.168.1.1	UDP 54546	10.10.10.1	UDP 53	1375986169.355607000	2	DNS
192.168.1.1	UDP 55857	10.10.10.1	UDP 53	1375986169.357114000	2	DNS
192.168.1.1	UDP 65102	10.10.10.1	UDP 53	1375986169.356646000	2	DNS
192.168.1.1	UDP 64052	10.10.10.1	UDP 53	1375986169.355013000	2	DNS
192.168.1.1	UDP 64051	10.10.10.1	UDP 53	1375986169.353748000	2	DNS
192.168.1.1	UDP 55106	10.10.10.1	UDP 53	1375986169.193252000	2	DNS
192.168.1.1	UDP 60341	10.10.10.1	UDP 53	1375986169.192330000	2	DNS
192.168.1.1	UDP 58322	10.10.10.1	UDP 53	1375986169.188175000	2	DNS
192.168.1.1	UDP 59300	10.10.10.1	UDP 53	1375986169.188121000	2	DNS
192.168.1.1	UDP 59797	10.10.10.1	UDP 53	1375986169.069253000	2	DNS
192.168.1.1	UDP 51347	10.10.10.1	UDP 53	1375986169.068415000	2	DNS
192.168.1.1	UDP 65394	10.10.10.1	UDP 53	1375986169.042915000	2	DNS
192.168.1.1	UDP 54651	10.10.10.1	UDP 53	1375986169.041762000	2	DNS
192.168.1.1	UDP 59501	10.10.10.1	UDP 53	1375986168.667666000	2	DNS
192.168.1.1	UDP 64049	10.10.10.1	UDP 53	1375986168.645788000	2	DNS
192.168.1.1	UDP 55185	10.10.10.1	UDP 53	1375986128.512140000	2	DNS
192.168.1.1	UDP 51796	10.10.10.1	UDP 53	1375986128.326824000	2	DNS
192.168.1.1	UDP 59828	10.10.10.1	UDP 53	1375986128.336261000	2	DNS
192.168.1.1	UDP 56180	10.10.10.1	UDP 53	1375986128.374552000	2	DNS
192.168.1.1	UDP 64048	10.10.10.1	UDP 53	1375986128.372762000	2	DNS
192.168.1.1	UDP 53648	10.10.10.1	UDP 53	1375986128.353424000	2	DNS
192.168.1.1	UDP 64046	10.10.10.1	UDP 53	1375986128.327385000	2	DNS
192.168.1.1	UDP 54851	10.10.10.1	UDP 53	1375986128.334121000	2	DNS
192.168.1.1	UDP 64047	10.10.10.1	UDP 53	1375986128.332066000	2	DNS
192.168.1.1	UDP 57120	10.10.10.1	UDP 53	1375986128.329994000	2	DNS
192.168.1.1	UDP 49754	10.10.10.1	UDP 53	1375986128.327971000	2	DNS
192.168.1.1	UDP 64045	10.10.10.1	UDP 53	1375986128.326051000	2	DNS
192.168.1.1	UDP 64044	10.10.10.1	UDP 53	1375986128.324936000	2	DNS
192.168.1.1	UDP 53295	10.10.10.1	UDP 53	1375986128.324515000	2	DNS
192.168.1.1	UDP 60827	10.10.10.1	UDP 53	1375986128.324131000	2	DNS
192.168.1.1	UDP 52721	10.10.10.1	UDP 53	1375986128.322332000	2	DNS
192.168.1.1	UDP 64999	10.10.10.1	UDP 53	1375986128.321951000	2	DNS
192.168.1.1	UDP 54294	10.10.10.1	UDP 53	1375986128.321637000	2	DNS
192.168.1.1	UDP 64043	10.10.10.1	UDP 53	1375986127.867268000	2	DNS
192.168.1.1	UDP 55504	10.10.10.1	UDP 53	1375986127.808556000	2	DNS
192.168.1.1	UDP 64042	10.10.10.1	UDP 53	1375986127.823884000	2	DNS
192.168.1.1	UDP 64041	10.10.10.1	UDP 53	1375986127.806160000	2	DNS
192.168.1.1	UDP 54488	10.10.10.1	UDP 53	1375986070.354574000	2	DNS
192.168.1.1	UDP 58046	10.10.10.1	UDP 53	1375986070.353759000	2	DNS
192.168.1.1	UDP 52037	10.10.10.1	UDP 53	1375986070.316454000	2	DNS
192.168.1.1	UDP 58654	10.10.10.1	UDP 53	1375986070.059001000	2	DNS
192.168.1.1	UDP 54334	10.10.10.1	UDP 53	1375986070.240236000	2	DNS
192.168.1.1	UDP 64467	10.10.10.1	UDP 53	1375986070.206389000	2	DNS
192.168.1.1	UDP 59826	10.10.10.1	UDP 53	1375986070.188938000	2	DNS
192.168.1.1	UDP 64120	10.10.10.1	UDP 53	1375986070.186910000	2	DNS
192.168.1.1	UDP 56201	10.10.10.1	UDP 53	1375986070.111877000	2	DNS
192.168.1.1	UDP 52628	10.10.10.1	UDP 53	1375986070.073708000	2	DNS
192.168.1.1	UDP 64040	10.10.10.1	UDP 53	1375986070.096817000	2	DNS
192.168.1.1	UDP 49739	10.10.10.1	UDP 53	1375986070.100187000	2	DNS
192.168.1.1	UDP 56613	10.10.10.1	UDP 53	1375986070.098705000	2	DNS
192.168.1.1	UDP 57332	10.10.10.1	UDP 53	1375986070.096885000	2	DNS
192.168.1.1	UDP 54473	10.10.10.1	UDP 53	1375986070.096383000	2	DNS
192.168.1.1	UDP 51630	10.10.10.1	UDP 53	1375986070.058862000	2	DNS
192.168.1.1	UDP 50088	10.10.10.1	UDP 53	1375986069.789558000	2	DNS
192.168.1.1	UDP 64036	10.10.10.1	UDP 53	1375986069.791562000	2	DNS
192.168.1.1	UDP 51173	10.10.10.1	UDP 53	1375986069.789313000	2	DNS
192.168.1.1	UDP 53345	10.10.10.1	UDP 53	1375986069.699944000	2	DNS
192.168.1.1	UDP 57384	10.10.10.1	UDP 53	1375986069.698106000	2	DNS
192.168.1.1	UDP 49822	10.10.10.1	UDP 53	1375986069.660626000	2	DNS
192.168.1.1	UDP 55271	10.10.10.1	UDP 53	1375986069.658298000	2	DNS
192.168.1.1	UDP 64576	10.10.10.1	UDP 53	1375986069.610372000	2	DNS
192.168.1.1	UDP 60829	10.10.10.1	UDP 53	1375986069.607715000	2	DNS
192.168.1.1	UDP 60076	10.10.10.1	UDP 53	1375986066.916670000	2	DNS
192.168.1.1	UDP 59699	10.10.10.1	UDP 53	1375986066.914069000	2	DNS
192.168.1.1	UDP 64035	10.10.10.1	UDP 53	1375986021.766101000	2	DNS
192.168.1.1	UDP 65012	10.10.10.1	UDP 53	1375986021.764347000	2	DNS
192.168.1.1	UDP 52959	10.10.10.1	UDP 53	1375986021.763695000	2	DNS
192.168.1.1	UDP 59306	10.10.10.1	UDP 53	1375986021.762697000	2	DNS
192.168.1.1	UDP 64034	10.10.10.1	UDP 53	1375986021.761981000	2	DNS
192.168.1.1	UDP 65492	10.10.10.1	UDP 53	1375986021.760348000	2	DNS
192.168.1.1	UDP 56414	10.10.10.1	UDP 53	1375986021.759828000	2	DNS
192.168.1.1	UDP 58166	10.10.10.1	UDP 53	1375986021.759253000	2	DNS
192.168.1.1	UDP 64039	10.10.10.1	UDP 53	1375986021.756580000	2	DNS
192.168.1.1	UDP 51684	10.10.10.1	UDP 53	1375986021.756131000	2	DNS
192.168.1.1	UDP 53758	10.10.10.1	UDP 53	1375986021.754004000	2	DNS
192.168.1.1	UDP 59355	10.10.10.1	UDP 53	1375986021.751291000	2	DNS
192.168.1.1	UDP 56945	10.10.10.1	UDP 53	1375986021.749555000	2	DNS
192.168.1.1	UDP 49490	10.10.10.1	UDP 53	1375986021.748632000	2	DNS
192.168.1.1	UDP 52071	10.10.10.1	UDP 53	1375986021.748232000	2	DNS
192.168.1.1	UDP 57136	10.10.10.1	UDP 53	1375986021.745216000	2	DNS
192.168.1.1	UDP 65050	10.10.10.1	UDP 53	1375986021.738892000	2	DNS
192.168.1.1	UDP 55410	10.10.10.1	UDP 53	1375986021.743548000	2	DNS
192.168.1.1	UDP 58361	10.10.10.1	UDP 53	1375986021.721760000	2	DNS
192.168.1.1	UDP 55661	10.10.10.1	UDP 53	1375986021.726253000	2	DNS
192.168.1.1	UDP 59173	10.10.10.1	UDP 53	1375986021.729964000	2	DNS
192.168.1.1	UDP 59799	10.10.10.1	UDP 53	1375986021.728252000	2	DNS
192.168.1.1	UDP 58069	10.10.10.1	UDP 53	1375986021.726809000	2	DNS
192.168.1.1	UDP 64157	10.10.10.1	UDP 53	1375986021.724522000	2	DNS
192.168.1.1	UDP 50426	10.10.10.1	UDP 53	1375986021.724060000	2	DNS
192.168.1.1	UDP 64033	10.10.10.1	UDP 53	1375986021.722617000	2	DNS
192.168.1.1	UDP 55526	10.10.10.1	UDP 53	1375986021.722118000	2	DNS
192.168.1.1	UDP 53934	10.10.10.1	UDP 53	1375986021.720084000	2	DNS
192.168.1.1	UDP 53065	10.10.10.1	UDP 53	1375986021.719618000	2	DNS
192.168.1.1	UDP 54475	10.10.10.1	UDP 53	1375986021.719589000	2	DNS
192.168.1.1	UDP 61252	10.10.10.1	UDP 53	1375986021.717579000	2	DNS
192.168.1.1	UDP 64032	10.10.10.1	UDP 53	1375986021.717577000	2	DNS
192.168.1.1	UDP 64875	10.10.10.1	UDP 53	1375986021.717095000	2	DNS
192.168.1.1	UDP 58244	10.10.10.1	UDP 53	1375986021.715586000	2	DNS
192.168.1.1	UDP 52318	10.10.10.1	UDP 53	1375986021.714941000	2	DNS
192.168.1.1	UDP 50189	10.10.10.1	UDP 53	1375986021.709509000	2	DNS
192.168.1.1	UDP 60067	10.10.10.1	UDP 53	1375986021.708508000	2	DNS
192.168.1.1	UDP 52479	10.10.10.1	UDP 53	1375986021.708112000	2	DNS
192.168.1.1	UDP 64031	10.10.10.1	UDP 53	1375986021.713048000	2	DNS
192.168.1.1	UDP 52501	10.10.10.1	UDP 53	1375986021.711302000	2	DNS
192.168.1.1	UDP 59709	10.10.10.1	UDP 53	1375986021.709063000	2	DNS
192.168.1.1	UDP 64030	10.10.10.1	UDP 53	1375986021.667353000	2	DNS
192.168.1.1	UDP 64653	10.10.10.1	UDP 53	1375986021.679114000	2	DNS
192.168.1.1	UDP 53250	10.10.10.1	UDP 53	1375986021.651740000	2	DNS
192.168.1.1	UDP 61262	10.10.10.1	UDP 53	1375986021.654900000	2	DNS
192.168.1.1	UDP 55892	10.10.10.1	UDP 53	1375986021.665560000	2	DNS
192.168.1.1	UDP 53330	10.10.10.1	UDP 53	1375986021.663820000	2	DNS
192.168.1.1	UDP 64609	10.10.10.1	UDP 53	1375986021.662038000	2	DNS
192.168.1.1	UDP 60968	10.10.10.1	UDP 53	1375986021.660264000	2	DNS
192.168.1.1	UDP 50218	10.10.10.1	UDP 53	1375986021.658428000	2	DNS
