# SPID Algorithm Proof-of-Concept 0.4.6
# Created by Erik Hjelmvik - erik.hjelmvik at gmail.com
# http://sourceforge.net/projects/spid 
# 
# Parsing file: C:\Users\jan.pluskal\sources\netfoxframework\Netfox.Framework2\TestingData\pcap_mix\http.cap
# SPID start: 1406123761.727597000
# SPID stop: 1406123768.214892000
# Total time: 00:00:06.4872952
# 
# Total number of sessions: 1228
# 
# Identified protocols summary:
# [protocolName]	[numberOfSessions]
# DNS	757
# HTTP	450
# SSL	17
# UNKNOWN	4
# 
# 
# Configuration:
# config/divergenceThreshold: 2.04
# config/maxSimultaneousSessions: 1000
# config/maxFramesToInspectPerSession: 20
# config/displayAllProtocolModelDivergences: true
# config/timestampFormat: UNIX_TIME
# config/displayLogFile: true
# config/appendUnidirectionalSessions: false
# config/attributeMeters/attributeMeter/AccumulatedDirectionBytesMeter: active
# config/attributeMeters/attributeMeter/ActionReactionFirst3ByteHashMeter: active
# config/attributeMeters/attributeMeter/ByteBitValueMeter: -
# config/attributeMeters/attributeMeter/ByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/ByteFrequencyOfFirstPacketBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringCountIn32FirstBytesMeter: active
# config/attributeMeters/attributeMeter/BytePairsReocurringIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/BytePairsReocurringOffsetsIn32FirstBytesMeter: -
# config/attributeMeters/attributeMeter/ByteValueOffsetHashOfFirst32BytesInFirst4PacketsMeter: active
# config/attributeMeters/attributeMeter/DirectionByteFrequencyMeter: -
# config/attributeMeters/attributeMeter/DirectionPacketLengthDistributionMeter: active
# config/attributeMeters/attributeMeter/DirectionPacketSizeChange: -
# config/attributeMeters/attributeMeter/First2OrderedFirst4CharWordsMeter: -
# config/attributeMeters/attributeMeter/First2OrderedFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/First2OrderedPacketsFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst16ByteHashCountsMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst3ByteHashAndPacketLengthMeter: -
# config/attributeMeters/attributeMeter/First2PacketsFirst8ByteHashDirectionCountsMeter: active
# config/attributeMeters/attributeMeter/First2PacketsPerDirectionFirst5BytesDifferencesMeter: -
# config/attributeMeters/attributeMeter/First4DirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionFirstNByteNibblesMeter: active
# config/attributeMeters/attributeMeter/First4OrderedDirectionInterPacketDelayMeter: -
# config/attributeMeters/attributeMeter/First4OrderedDirectionPacketSizeMeter: -
# config/attributeMeters/attributeMeter/First4PacketsByteFrequencyMeter: active
# config/attributeMeters/attributeMeter/First4PacketsByteReoccurringDistanceWithByteHashMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst16BytePairsMeter: -
# config/attributeMeters/attributeMeter/First4PacketsFirst32BytesEqualityMeter: active
# config/attributeMeters/attributeMeter/FirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/FirstPacketPerDirectionFirstNByteNibblesMeter: -
# config/attributeMeters/attributeMeter/FirstServerPacketFirstBitPositionsMeter: active
# config/attributeMeters/attributeMeter/NibblePositionFrequencyMeter: -
# config/attributeMeters/attributeMeter/NibblePositionPopularityMeter: active
# config/attributeMeters/attributeMeter/PacketLengthDistributionMeter: -
# config/attributeMeters/attributeMeter/PacketPairLengthPrimesMeter: -
# 
# 
# Protocol models:
# [protocolName]	[trainingSessionsCount]	[observationCount]
# BitTorrent	36	294
# DNS	41	154
# eDonkey	34	333
# eDonkeyTCPObfuscation	2646	27440
# eDonkeyUDPObfuscation	2794	8491
# FTP	73	885
# HTTP	121	812
# IMAP	13	113
# IRC	32	308
# ISAKMP	22	175
# MSE	2113	24208
# MSN	23	227
# POP	26	262
# SkypeTCP	683	6662
# SkypeUDP	4617	19920
# SMTP	27	296
# SpotifyP2P	3294	51378
# SpotifyServer	50	675
# SSH	54	577
# SSL	81	734
# 
# 
# [clientIp]	[clientPort]	[serverIp]	[serverPort]	[sessionStartTime]	[inspectedFramesWithPayload]	[identifiedProtocol]
192.168.1.1	TCP 3092	173.194.44.239	TCP 443	1375985697.215870000	13	SSL
192.168.1.1	TCP 3099	23.63.66.110	TCP 443	1375985697.443675000	13	SSL
192.168.1.1	TCP 3100	173.193.240.138	TCP 80	1375985697.457055000	1	HTTP
192.168.1.1	TCP 3103	173.193.240.138	TCP 80	1375985697.682133000	1	HTTP
192.168.1.1	TCP 3105	173.192.208.206	TCP 80	1375985698.204209000	2	HTTP
192.168.1.1	TCP 3111	184.73.200.117	TCP 80	1375985699.053737000	2	HTTP
192.168.1.1	TCP 3074	108.161.188.224	TCP 80	1375985695.746257000	7	HTTP
192.168.1.1	TCP 3076	108.161.188.224	TCP 80	1375985695.746548000	5	HTTP
192.168.1.1	TCP 3075	108.161.188.224	TCP 80	1375985695.746409000	7	HTTP
192.168.1.1	TCP 3077	108.161.188.224	TCP 80	1375985695.746688000	5	HTTP
192.168.1.1	TCP 3072	108.161.188.224	TCP 80	1375985695.745969000	10	HTTP
192.168.1.1	TCP 3073	108.161.188.224	TCP 80	1375985695.746115000	11	HTTP
192.168.1.1	TCP 3080	108.161.188.154	TCP 80	1375985696.885375000	5	HTTP
192.168.1.1	TCP 3082	108.161.188.154	TCP 80	1375985696.886176000	5	HTTP
192.168.1.1	TCP 3083	108.161.188.154	TCP 80	1375985696.886363000	5	HTTP
192.168.1.1	TCP 3078	108.161.188.154	TCP 80	1375985696.862696000	12	HTTP
192.168.1.1	TCP 3081	108.161.188.154	TCP 80	1375985696.885654000	9	HTTP
192.168.1.1	TCP 3048	185.31.16.192	TCP 80	1375985691.709447000	8	HTTP
192.168.1.1	TCP 3104	74.121.140.100	TCP 80	1375985697.877685000	4	HTTP
192.168.1.1	TCP 3006	166.70.171.110	TCP 80	1375985691.082072000	9	HTTP
192.168.1.1	TCP 3005	166.70.171.110	TCP 80	1375985691.081878000	5	HTTP
192.168.1.1	TCP 3028	166.70.171.101	TCP 80	1375985691.481712000	3	HTTP
192.168.1.1	TCP 3027	166.70.171.101	TCP 80	1375985691.481590000	5	HTTP
192.168.1.1	TCP 3071	176.34.126.239	TCP 80	1375985695.514406000	4	HTTP
192.168.1.1	TCP 3088	54.240.162.219	TCP 80	1375985697.042822000	7	HTTP
192.168.1.1	TCP 3090	216.137.63.114	TCP 80	1375985697.168988000	3	HTTP
192.168.1.1	TCP 3113	184.73.200.117	TCP 80	1375985728.982425000	2	HTTP
192.168.1.1	TCP 3110	50.31.164.168	TCP 80	1375985699.014839000	2	HTTP
192.168.1.1	TCP 3055	173.194.44.249	TCP 80	1375985692.212987000	6	HTTP
192.168.1.1	TCP 3059	173.194.44.224	TCP 80	1375985693.858914000	5	HTTP
192.168.1.1	TCP 3053	173.194.44.250	TCP 80	1375985691.927078000	6	HTTP
192.168.1.1	TCP 3068	173.194.35.79	TCP 80	1375985694.573840000	5	HTTP
192.168.1.1	TCP 3060	23.21.183.101	TCP 80	1375985693.918121000	12	HTTP
192.168.1.1	TCP 3065	173.194.44.237	TCP 80	1375985694.456422000	8	HTTP
192.168.1.1	TCP 3056	107.21.234.83	TCP 80	1375985692.784542000	5	HTTP
192.168.1.1	TCP 3101	176.34.237.250	TCP 80	1375985697.529048000	3	HTTP
192.168.1.1	TCP 3021	173.194.44.249	TCP 80	1375985691.410887000	6	HTTP
192.168.1.1	TCP 3091	173.194.44.240	TCP 80	1375985697.175320000	2	HTTP
192.168.1.1	TCP 3097	173.194.35.95	TCP 80	1375985697.421178000	2	HTTP
192.168.1.1	TCP 3102	176.34.124.190	TCP 80	1375985697.663737000	3	HTTP
192.168.1.1	TCP 3096	54.235.253.15	TCP 80	1375985697.418760000	10	HTTP
192.168.1.1	TCP 3106	79.125.110.85	TCP 80	1375985698.620600000	5	HTTP
192.168.1.1	TCP 3114	184.73.200.117	TCP 80	1375985773.983303000	2	HTTP
192.168.1.1	TCP 3116	95.168.204.188	TCP 80	1375985788.200228000	11	HTTP
192.168.1.1	TCP 3115	95.168.204.188	TCP 80	1375985788.181880000	12	HTTP
192.168.1.1	TCP 3119	95.168.204.188	TCP 80	1375985788.230909000	12	HTTP
192.168.1.1	TCP 3123	88.86.101.2	TCP 80	1375985788.241123000	2	HTTP
192.168.1.1	TCP 3117	95.168.204.188	TCP 80	1375985788.230206000	11	HTTP
192.168.1.1	TCP 3121	95.168.204.188	TCP 80	1375985788.231268000	12	HTTP
192.168.1.1	TCP 3120	95.168.204.188	TCP 80	1375985788.231074000	12	HTTP
192.168.1.1	TCP 3118	95.168.204.188	TCP 80	1375985788.230700000	11	HTTP
192.168.1.1	TCP 3130	173.194.44.233	TCP 80	1375985788.257938000	11	HTTP
192.168.1.1	TCP 3132	173.194.44.233	TCP 80	1375985788.258401000	11	HTTP
192.168.1.1	TCP 3131	173.194.44.233	TCP 80	1375985788.258163000	11	HTTP
192.168.1.1	TCP 3133	173.194.44.233	TCP 80	1375985788.258607000	11	HTTP
192.168.1.1	TCP 3134	173.194.44.233	TCP 80	1375985788.258828000	11	HTTP
192.168.1.1	TCP 3122	78.24.10.28	TCP 80	1375985788.239801000	13	HTTP
192.168.1.1	TCP 3137	173.194.35.89	TCP 80	1375985788.684759000	11	HTTP
192.168.1.1	TCP 3140	173.194.44.226	TCP 80	1375985789.190007000	11	HTTP
192.168.1.1	TCP 3146	195.113.232.82	TCP 80	1375985789.415955000	11	HTTP
192.168.1.1	TCP 3143	173.194.35.89	TCP 80	1375985789.388861000	12	HTTP
192.168.1.1	TCP 3150	174.129.230.70	TCP 80	1375985789.684717000	2	HTTP
192.168.1.1	TCP 3127	68.232.35.121	TCP 80	1375985788.245554000	7	HTTP
192.168.1.1	TCP 3129	68.232.35.121	TCP 80	1375985788.245921000	7	HTTP
192.168.1.1	TCP 3125	68.232.35.121	TCP 80	1375985788.245040000	4	HTTP
192.168.1.1	TCP 3126	68.232.35.121	TCP 80	1375985788.245260000	7	HTTP
192.168.1.1	TCP 3124	68.232.35.121	TCP 80	1375985788.244812000	11	HTTP
192.168.1.1	TCP 3128	68.232.35.121	TCP 80	1375985788.245733000	8	HTTP
192.168.1.1	TCP 3135	78.24.10.27	TCP 80	1375985788.515140000	8	HTTP
192.168.1.1	TCP 3141	217.31.54.18	TCP 80	1375985789.291709000	2	HTTP
192.168.1.1	TCP 3149	208.91.168.36	TCP 80	1375985789.562359000	2	HTTP
192.168.1.1	TCP 3067	173.194.44.235	TCP 443	1375985694.519576000	4	SSL
192.168.1.1	TCP 3084	195.113.232.89	TCP 80	1375985696.934189000	4	HTTP
192.168.1.1	TCP 3098	195.113.232.82	TCP 80	1375985697.439580000	10	HTTP
192.168.1.1	TCP 3094	195.113.232.96	TCP 80	1375985697.369307000	7	HTTP
192.168.1.1	TCP 3095	195.113.232.91	TCP 80	1375985697.384297000	3	HTTP
192.168.1.1	TCP 3107	23.63.82.127	TCP 80	1375985698.866394000	5	HTTP
192.168.1.1	TCP 3109	192.33.31.101	TCP 80	1375985698.920780000	5	HTTP
192.168.1.1	TCP 3108	69.171.237.20	TCP 443	1375985698.895888000	8	SSL
192.168.1.1	TCP 3112	199.7.51.72	TCP 80	1375985700.927534000	4	HTTP
192.168.1.1	TCP 3136	95.168.199.171	TCP 80	1375985788.564706000	4	HTTP
192.168.1.1	TCP 3138	173.194.35.89	TCP 80	1375985788.862361000	8	HTTP
192.168.1.1	TCP 3142	173.194.35.89	TCP 80	1375985789.295703000	3	HTTP
192.168.1.1	TCP 3145	173.194.44.237	TCP 80	1375985789.394611000	8	HTTP
192.168.1.1	TCP 3152	46.255.224.60	TCP 80	1375985891.641581000	11	HTTP
192.168.1.1	TCP 3157	46.255.224.26	TCP 80	1375985891.730517000	7	HTTP
192.168.1.1	TCP 3155	46.255.224.26	TCP 80	1375985891.730244000	11	HTTP
192.168.1.1	TCP 3160	46.255.224.26	TCP 80	1375985891.730929000	11	HTTP
192.168.1.1	TCP 3159	46.255.224.26	TCP 80	1375985891.730789000	11	HTTP
192.168.1.1	TCP 3158	46.255.224.26	TCP 80	1375985891.730657000	11	HTTP
192.168.1.1	TCP 3156	46.255.224.26	TCP 80	1375985891.730388000	12	HTTP
192.168.1.1	TCP 3161	46.255.224.26	TCP 80	1375985891.747735000	11	HTTP
192.168.1.1	TCP 3162	46.255.224.26	TCP 80	1375985891.747914000	12	HTTP
192.168.1.1	TCP 3165	46.255.224.26	TCP 80	1375985891.761078000	11	HTTP
192.168.1.1	TCP 3164	46.255.224.26	TCP 80	1375985891.760094000	12	HTTP
192.168.1.1	TCP 3172	46.255.224.26	TCP 80	1375985891.835966000	12	HTTP
192.168.1.1	TCP 3177	173.194.44.226	TCP 80	1375985892.071464000	11	HTTP
192.168.1.1	TCP 3180	46.255.224.102	TCP 80	1375985892.376113000	3	HTTP
192.168.1.1	TCP 3154	81.0.212.208	TCP 80	1375985891.729003000	12	HTTP
192.168.1.1	TCP 3186	85.235.246.24	TCP 80	1375985893.069630000	7	HTTP
192.168.1.1	TCP 3187	85.235.246.24	TCP 80	1375985893.203812000	11	HTTP
192.168.1.1	TCP 3193	81.0.212.208	TCP 80	1375985893.601035000	12	HTTP
192.168.1.1	TCP 3189	85.235.246.24	TCP 80	1375985893.478034000	11	HTTP
192.168.1.1	TCP 3166	81.0.212.199	TCP 80	1375985891.776508000	15	HTTP
192.168.1.1	TCP 3151	46.255.224.60	TCP 80	1375985891.612832000	3	HTTP
192.168.1.1	TCP 3168	81.0.212.199	TCP 80	1375985891.776798000	2	HTTP
192.168.1.1	TCP 3171	81.0.212.199	TCP 80	1375985891.777321000	2	HTTP
192.168.1.1	TCP 3167	81.0.212.199	TCP 80	1375985891.776647000	2	HTTP
192.168.1.1	TCP 3169	81.0.212.199	TCP 80	1375985891.776934000	2	HTTP
192.168.1.1	TCP 3170	81.0.212.199	TCP 80	1375985891.777105000	2	HTTP
192.168.1.1	TCP 3163	217.31.54.18	TCP 80	1375985891.759537000	2	HTTP
192.168.1.1	TCP 3176	217.31.54.18	TCP 80	1375985892.004956000	2	HTTP
192.168.1.1	TCP 3184	217.31.54.24	TCP 80	1375985892.739261000	2	HTTP
192.168.1.1	TCP 3194	81.0.212.208	TCP 80	1375985893.623728000	7	HTTP
192.168.1.1	TCP 3192	217.31.54.24	TCP 80	1375985893.534604000	2	HTTP
192.168.1.1	TCP 3148	23.62.237.23	TCP 80	1375985789.482838000	5	HTTP
192.168.1.1	TCP 3139	69.171.237.20	TCP 80	1375985788.918025000	9	HTTP
192.168.1.1	TCP 3147	195.113.232.82	TCP 80	1375985789.416146000	2	HTTP
192.168.1.1	TCP 3173	46.255.224.26	TCP 80	1375985891.861534000	9	HTTP
192.168.1.1	TCP 3174	46.255.224.26	TCP 80	1375985891.861984000	8	HTTP
192.168.1.1	TCP 3179	173.194.44.237	TCP 80	1375985892.283720000	2	HTTP
192.168.1.1	TCP 3181	173.194.35.89	TCP 80	1375985892.482971000	2	HTTP
192.168.1.1	TCP 3182	173.194.35.83	TCP 80	1375985892.529200000	3	HTTP
192.168.1.1	TCP 3183	173.194.35.95	TCP 80	1375985892.603512000	2	HTTP
192.168.1.1	TCP 3196	91.213.160.123	TCP 80	1375985963.005069000	11	HTTP
192.168.1.1	TCP 3209	91.213.160.12	TCP 80	1375985963.639472000	3	HTTP
192.168.1.1	TCP 3204	91.213.160.17	TCP 80	1375985963.637643000	11	HTTP
192.168.1.1	TCP 3199	91.213.160.36	TCP 80	1375985963.636148000	11	HTTP
192.168.1.1	TCP 3198	91.213.160.36	TCP 80	1375985963.634445000	12	HTTP
192.168.1.1	TCP 3202	91.213.160.36	TCP 80	1375985963.637134000	11	HTTP
192.168.1.1	TCP 3200	91.213.160.36	TCP 80	1375985963.636539000	12	HTTP
192.168.1.1	TCP 3206	91.213.160.17	TCP 80	1375985963.637950000	11	HTTP
192.168.1.1	TCP 3201	91.213.160.36	TCP 80	1375985963.636757000	12	HTTP
192.168.1.1	TCP 3203	91.213.160.36	TCP 80	1375985963.637456000	12	HTTP
192.168.1.1	TCP 3211	173.194.44.226	TCP 80	1375985963.695521000	11	HTTP
192.168.1.1	TCP 3197	81.0.212.204	TCP 80	1375985963.634005000	13	HTTP
192.168.1.1	TCP 3213	91.213.160.17	TCP 80	1375985963.835089000	11	HTTP
192.168.1.1	TCP 3212	81.0.212.201	TCP 80	1375985963.792994000	16	HTTP
192.168.1.1	TCP 3215	91.213.160.12	TCP 80	1375985964.168554000	2	HTTP
192.168.1.1	TCP 3214	81.2.196.229	TCP 80	1375985964.083533000	10	HTTP
192.168.1.1	TCP 3216	217.31.54.18	TCP 80	1375985964.169504000	2	HTTP
192.168.1.1	TCP 3195	91.213.160.123	TCP 80	1375985962.988553000	3	HTTP
192.168.1.1	TCP 3210	91.213.160.17	TCP 80	1375985963.639747000	5	HTTP
192.168.1.1	TCP 3207	91.213.160.17	TCP 80	1375985963.638098000	4	HTTP
192.168.1.1	TCP 3205	91.213.160.17	TCP 80	1375985963.637787000	11	HTTP
192.168.1.1	TCP 3153	173.194.44.237	TCP 443	1375985891.728745000	10	SSL
192.168.1.1	TCP 3191	23.63.83.33	TCP 80	1375985893.520241000	4	HTTP
192.168.1.1	TCP 3188	86.58.179.98	TCP 80	1375985893.208532000	4	HTTP
192.168.1.1	TCP 3185	86.58.179.98	TCP 80	1375985892.922353000	8	HTTP
192.168.1.1	TCP 3190	23.63.83.33	TCP 80	1375985893.520086000	5	HTTP
192.168.1.1	TCP 3218	147.229.9.23	TCP 80	1375986013.983563000	12	HTTP
192.168.1.1	TCP 3221	147.229.9.23	TCP 80	1375986013.984094000	12	HTTP
192.168.1.1	TCP 3220	147.229.9.23	TCP 80	1375986013.983935000	12	HTTP
192.168.1.1	TCP 3217	147.229.9.23	TCP 80	1375986013.949689000	12	HTTP
192.168.1.1	TCP 3222	147.229.9.23	TCP 80	1375986013.984308000	13	HTTP
192.168.1.1	TCP 3219	147.229.9.23	TCP 80	1375986013.983737000	13	HTTP
192.168.1.1	TCP 3223	77.75.72.3	TCP 80	1375986021.335046000	11	HTTP
192.168.1.1	TCP 3227	77.75.72.3	TCP 80	1375986021.359620000	11	HTTP
192.168.1.1	TCP 3226	77.75.72.3	TCP 80	1375986021.358402000	12	HTTP
192.168.1.1	TCP 3224	77.75.72.3	TCP 80	1375986021.355840000	11	HTTP
192.168.1.1	TCP 3228	77.75.72.3	TCP 80	1375986021.359864000	11	HTTP
192.168.1.1	TCP 3225	77.75.72.3	TCP 80	1375986021.356022000	11	HTTP
192.168.1.1	TCP 3231	77.75.73.9	TCP 80	1375986021.380234000	7	HTTP
192.168.1.1	TCP 3229	77.75.72.72	TCP 80	1375986021.365093000	11	HTTP
192.168.1.1	TCP 3233	77.75.73.9	TCP 80	1375986021.617639000	2	HTTP
192.168.1.1	TCP 3234	77.75.73.9	TCP 80	1375986021.632148000	2	HTTP
192.168.1.1	TCP 3235	77.75.73.9	TCP 80	1375986021.636598000	2	HTTP
192.168.1.1	TCP 3236	77.75.72.19	TCP 80	1375986021.715148000	11	HTTP
192.168.1.1	TCP 3208	173.194.35.83	TCP 80	1375985963.638498000	6	HTTP
192.168.1.1	TCP 3230	77.75.76.22	TCP 80	1375986021.367387000	8	HTTP
192.168.1.1	TCP 3232	81.0.212.199	TCP 80	1375986021.597791000	2	HTTP
192.168.1.1	TCP 3238	217.11.235.70	TCP 80	1375986066.929726000	13	HTTP
192.168.1.1	TCP 3241	217.11.235.110	TCP 80	1375986066.957645000	12	HTTP
192.168.1.1	TCP 3246	217.11.235.70	TCP 80	1375986066.970122000	12	HTTP
192.168.1.1	TCP 3247	217.11.235.95	TCP 80	1375986066.982057000	2	HTTP
192.168.1.1	TCP 3245	81.2.196.211	TCP 80	1375986066.958838000	2	HTTP
192.168.1.1	TCP 3248	217.11.235.95	TCP 80	1375986067.001505000	2	HTTP
192.168.1.1	TCP 3249	173.194.44.237	TCP 80	1375986069.611876000	12	HTTP
192.168.1.1	TCP 3255	173.194.44.231	TCP 80	1375986069.701547000	11	HTTP
192.168.1.1	TCP 3258	92.43.25.100	TCP 80	1375986069.796525000	1	HTTP
192.168.1.1	TCP 3256	88.86.101.2	TCP 80	1375986069.788214000	2	HTTP
192.168.1.1	TCP 3261	195.113.232.82	TCP 80	1375986070.117382000	11	HTTP
192.168.1.1	TCP 3260	23.63.97.231	TCP 80	1375986070.107176000	13	HTTP
192.168.1.1	TCP 3265	173.194.35.91	TCP 80	1375986070.191136000	12	HTTP
192.168.1.1	TCP 3250	173.194.44.250	TCP 80	1375986069.662302000	10	HTTP
192.168.1.1	TCP 3253	81.2.196.211	TCP 80	1375986069.696901000	2	HTTP
192.168.1.1	TCP 3257	88.86.107.65	TCP 80	1375986069.793363000	3	HTTP
192.168.1.1	TCP 3252	217.31.54.18	TCP 80	1375986069.696611000	2	HTTP
192.168.1.1	TCP 3268	91.213.160.118	TCP 80	1375986124.764309000	11	HTTP
192.168.1.1	TCP 3282	91.213.160.12	TCP 80	1375986127.810538000	3	HTTP
192.168.1.1	TCP 3275	91.213.160.17	TCP 80	1375986127.806632000	11	HTTP
192.168.1.1	TCP 3274	91.213.160.17	TCP 80	1375986127.806471000	11	HTTP
192.168.1.1	TCP 3276	91.213.160.17	TCP 80	1375986127.806763000	11	HTTP
192.168.1.1	TCP 3287	91.213.160.33	TCP 80	1375986127.830979000	11	HTTP
192.168.1.1	TCP 3289	91.213.160.33	TCP 80	1375986127.831246000	11	HTTP
192.168.1.1	TCP 3273	91.213.160.36	TCP 80	1375986127.806328000	11	HTTP
192.168.1.1	TCP 3269	81.0.212.204	TCP 80	1375986127.801889000	13	HTTP
192.168.1.1	TCP 3272	91.213.160.36	TCP 80	1375986127.803753000	11	HTTP
192.168.1.1	TCP 3279	91.213.160.36	TCP 80	1375986127.807440000	11	HTTP
192.168.1.1	TCP 3292	91.213.160.17	TCP 80	1375986127.997165000	11	HTTP
192.168.1.1	TCP 3271	91.213.160.36	TCP 80	1375986127.802896000	11	HTTP
192.168.1.1	TCP 3291	81.0.212.201	TCP 80	1375986127.952021000	17	HTTP
192.168.1.1	TCP 3278	91.213.160.36	TCP 80	1375986127.807264000	11	HTTP
192.168.1.1	TCP 3270	91.213.160.36	TCP 80	1375986127.802706000	11	HTTP
192.168.1.1	TCP 3284	91.213.160.33	TCP 80	1375986127.830551000	12	HTTP
192.168.1.1	TCP 3293	91.213.160.12	TCP 80	1375986128.130777000	2	HTTP
192.168.1.1	TCP 3259	173.194.44.249	TCP 80	1375986070.100397000	3	HTTP
192.168.1.1	TCP 3264	173.194.35.91	TCP 80	1375986070.126431000	6	HTTP
192.168.1.1	TCP 3266	204.236.230.228	TCP 80	1375986070.274459000	2	HTTP
192.168.1.1	TCP 3294	217.31.54.18	TCP 80	1375986128.131637000	2	HTTP
192.168.1.1	TCP 3290	90.183.26.66	TCP 80	1375986127.920726000	3	HTTP
192.168.1.1	TCP 3281	91.213.160.17	TCP 80	1375986127.810247000	4	HTTP
192.168.1.1	TCP 3283	91.213.160.17	TCP 80	1375986127.810747000	5	HTTP
192.168.1.1	TCP 3277	91.213.160.17	TCP 80	1375986127.807058000	4	HTTP
192.168.1.1	TCP 3286	91.213.160.33	TCP 80	1375986127.830836000	8	HTTP
192.168.1.1	TCP 3285	91.213.160.33	TCP 80	1375986127.830702000	9	HTTP
192.168.1.1	TCP 3288	91.213.160.33	TCP 80	1375986127.831112000	6	HTTP
192.168.1.1	TCP 3303	108.161.188.224	TCP 80	1375986169.090299000	12	HTTP
192.168.1.1	TCP 3307	108.161.188.224	TCP 80	1375986169.090860000	12	HTTP
192.168.1.1	TCP 3302	108.161.188.224	TCP 80	1375986169.090149000	12	HTTP
192.168.1.1	TCP 3305	108.161.188.224	TCP 80	1375986169.090569000	12	HTTP
192.168.1.1	TCP 3304	108.161.188.224	TCP 80	1375986169.090426000	12	HTTP
192.168.1.1	TCP 3306	108.161.188.224	TCP 80	1375986169.090721000	12	HTTP
192.168.1.1	TCP 3295	166.70.171.110	TCP 80	1375986168.689226000	11	HTTP
192.168.1.1	TCP 3314	108.161.188.224	TCP 80	1375986169.220707000	11	HTTP
192.168.1.1	TCP 3315	108.161.188.224	TCP 80	1375986169.220854000	11	HTTP
192.168.1.1	TCP 3317	108.161.188.224	TCP 80	1375986169.221191000	11	HTTP
192.168.1.1	TCP 3316	108.161.188.224	TCP 80	1375986169.221046000	11	HTTP
192.168.1.1	TCP 3318	108.161.188.224	TCP 80	1375986169.221399000	11	HTTP
192.168.1.1	TCP 3319	108.161.188.224	TCP 80	1375986169.221544000	11	HTTP
192.168.1.1	TCP 3339	23.63.81.224	TCP 80	1375986169.409339000	11	HTTP
192.168.1.1	TCP 3327	108.161.188.224	TCP 80	1375986169.402766000	12	HTTP
192.168.1.1	TCP 3328	108.161.188.224	TCP 80	1375986169.402912000	12	HTTP
192.168.1.1	TCP 3329	108.161.188.224	TCP 80	1375986169.403057000	11	HTTP
192.168.1.1	TCP 3332	108.161.188.224	TCP 80	1375986169.403514000	12	HTTP
192.168.1.1	TCP 3331	108.161.188.224	TCP 80	1375986169.403372000	12	HTTP
192.168.1.1	TCP 3330	108.161.188.224	TCP 80	1375986169.403231000	12	HTTP
192.168.1.1	TCP 3335	108.161.188.224	TCP 80	1375986169.403964000	12	HTTP
192.168.1.1	TCP 3333	108.161.188.224	TCP 80	1375986169.403668000	11	HTTP
192.168.1.1	TCP 3325	173.194.44.227	TCP 443	1375986169.358904000	12	SSL
192.168.1.1	TCP 3297	166.70.171.110	TCP 80	1375986169.040008000	11	HTTP
192.168.1.1	TCP 3298	166.70.171.110	TCP 80	1375986169.040432000	11	HTTP
192.168.1.1	TCP 3296	166.70.171.110	TCP 80	1375986169.039749000	11	HTTP
192.168.1.1	TCP 3342	173.194.44.249	TCP 80	1375986169.745473000	11	HTTP
192.168.1.1	TCP 3344	173.194.44.249	TCP 80	1375986169.825847000	11	HTTP
192.168.1.1	TCP 3301	173.194.44.237	TCP 80	1375986169.042056000	12	HTTP
192.168.1.1	TCP 3311	108.161.188.154	TCP 80	1375986169.091402000	12	HTTP
192.168.1.1	TCP 3309	108.161.188.154	TCP 80	1375986169.091131000	12	HTTP
192.168.1.1	TCP 3346	108.161.188.154	TCP 80	1375986170.024544000	11	HTTP
192.168.1.1	TCP 3353	173.194.44.233	TCP 80	1375986171.643457000	11	HTTP
192.168.1.1	TCP 3354	173.194.44.233	TCP 80	1375986171.643618000	11	HTTP
192.168.1.1	TCP 3356	173.194.44.237	TCP 80	1375986171.745120000	11	HTTP
192.168.1.1	TCP 3355	173.194.44.250	TCP 80	1375986171.658945000	11	HTTP
192.168.1.1	TCP 3360	173.194.35.71	TCP 80	1375986171.965790000	11	HTTP
192.168.1.1	TCP 3370	173.193.240.138	TCP 80	1375986172.674811000	1	HTTP
192.168.1.1	TCP 3349	68.67.185.183	TCP 80	1375986170.945539000	9	HTTP
192.168.1.1	TCP 3313	108.161.188.154	TCP 80	1375986169.091669000	2	HTTP
192.168.1.1	TCP 3312	108.161.188.154	TCP 80	1375986169.091537000	5	HTTP
192.168.1.1	TCP 3310	108.161.188.154	TCP 80	1375986169.091260000	2	HTTP
192.168.1.1	TCP 3350	173.194.35.92	TCP 80	1375986171.064192000	9	HTTP
192.168.1.1	TCP 3320	108.161.188.224	TCP 80	1375986169.221735000	3	HTTP
192.168.1.1	TCP 3323	108.161.188.154	TCP 80	1375986169.358540000	5	HTTP
192.168.1.1	TCP 3321	108.161.188.154	TCP 80	1375986169.358198000	7	HTTP
192.168.1.1	TCP 3322	108.161.188.154	TCP 80	1375986169.358350000	5	HTTP
